MsgID.GLOBAL_POSITION,1521311059.3456969,-122.3974491,37.7924802,0.1280000
MsgID.LOCAL_VELOCITY,1521311059.3456969,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521311059.3458948,0.0328914,0.0780139,-0.1288844
MsgID.LOCAL_VELOCITY,1521311059.3458948,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521311059.3460269,-122.3974486,37.7924807,0.1060000
MsgID.LOCAL_VELOCITY,1521311059.3460269,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521311059.3461399,0.0839135,0.1194281,-0.1061913
MsgID.LOCAL_VELOCITY,1521311059.3461399,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1521311059.3463659,False,False
MsgID.GLOBAL_HOME,1521311059.3467560,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521311059.3468680,-122.3974503,37.7924789,0.0940000
MsgID.LOCAL_VELOCITY,1521311059.3468680,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521311059.3470230,-0.1179017,-0.0289599,-0.0943652
MsgID.LOCAL_VELOCITY,1521311059.3470230,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521311059.3471360,-122.3974500,37.7924791,0.0890000
MsgID.LOCAL_VELOCITY,1521311059.3471360,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521311059.3472488,-0.0893518,-0.0057084,-0.0899338
MsgID.LOCAL_VELOCITY,1521311059.3472488,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521311059.4225171,-122.3974500,37.7924805,0.0910000
MsgID.LOCAL_VELOCITY,1521311059.4225171,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521311059.4227059,0.0638078,-0.0005891,-0.0913627
MsgID.LOCAL_VELOCITY,1521311059.4227059,-0.0000230,-0.0000039,0.0000117
MsgID.GLOBAL_POSITION,1521311059.6727920,-122.3974506,37.7924811,0.0940000
MsgID.LOCAL_VELOCITY,1521311059.6727920,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521311059.6729810,0.1320582,-0.0549341,-0.0940721
MsgID.LOCAL_VELOCITY,1521311059.6729810,0.0000015,-0.0000010,0.0000134
MsgID.STATE,1521311059.9121549,True,True
MsgID.GLOBAL_HOME,1521311114.4556789,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521311114.4558001,-122.3974516,37.7924793,0.0930000
MsgID.LOCAL_VELOCITY,1521311114.4558001,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521311114.4559760,-0.0720947,-0.1496816,-0.0937355
MsgID.LOCAL_VELOCITY,1521311114.4559760,-0.0000021,-0.0000027,0.0000081
MsgID.GLOBAL_POSITION,1521311114.4561369,-122.3974501,37.7924786,0.0870000
MsgID.LOCAL_VELOCITY,1521311114.4561369,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521311114.4562619,17798864.0000000,-14239091.0000000,-0.0875717
MsgID.LOCAL_VELOCITY,1521311114.4562619,0.0000072,-0.0000119,0.0000132
MsgID.GLOBAL_POSITION,1521311114.4564080,-122.3974508,37.7924784,0.0770000
MsgID.LOCAL_VELOCITY,1521311114.4564080,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521311114.4565179,17798864.0000000,-14239091.0000000,-0.0770846
MsgID.LOCAL_VELOCITY,1521311114.4565179,0.0000221,0.0000024,0.0000151
MsgID.GLOBAL_POSITION,1521311114.4566259,-122.3974501,37.7924799,0.0610000
MsgID.LOCAL_VELOCITY,1521311114.4566259,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521311114.4567349,17798864.0000000,-14239091.0000000,-0.0615811
MsgID.LOCAL_VELOCITY,1521311114.4567349,0.0000025,-0.0000083,0.0000073
MsgID.STATE,1521311114.4569170,True,True
MsgID.GLOBAL_HOME,1521311114.4573209,37.7924804,-122.3974533,0.0000000
MsgID.GLOBAL_POSITION,1521311114.4574280,-122.3974514,37.7924802,0.0480000
MsgID.LOCAL_VELOCITY,1521311114.4574280,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521311114.4575491,17798864.0000000,-14239091.0000000,-0.0481024
MsgID.LOCAL_VELOCITY,1521311114.4575491,0.0000006,-0.0000018,0.0000009
MsgID.GLOBAL_POSITION,1521311114.4576740,-122.3974501,37.7924799,0.0340000
MsgID.LOCAL_VELOCITY,1521311114.4576740,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521311114.4577851,17798864.0000000,-14239091.0000000,-0.0349936
MsgID.LOCAL_VELOCITY,1521311114.4577851,0.0000048,-0.0000023,-0.0000027
MsgID.GLOBAL_POSITION,1521311114.4579022,-122.3974508,37.7924799,0.0270000
MsgID.LOCAL_VELOCITY,1521311114.4579022,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521311114.4581289,17798864.0000000,-14239091.0000000,-0.0270541
MsgID.LOCAL_VELOCITY,1521311114.4581289,-0.0000164,0.0000039,0.0000050
MsgID.GLOBAL_POSITION,1521311114.4583070,-122.3974504,37.7924796,0.0210000
MsgID.LOCAL_VELOCITY,1521311114.4583070,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521311114.4585800,17798864.0000000,-14239091.0000000,-0.0218356
